20190504,浦东,世博,昌里众盛苑 2室2厅 330万,330万,昌里众盛苑  | 2室2厅 | 66.08平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-40413779-14f5-411e-8300-b5a30e142527.jpg.296x216.jpg
20190504,浦东,世博,此房一梯三户，业主诚意出售，93年房龄，近地铁7号线,308万,济阳二村  | 2室1厅 | 55.4平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-f692d02f-64b2-4f20-a80e-203251e639cf.png.296x216.jpg
20190504,浦东,世博,东盛公寓 3室1厅 535万,535万,东盛公寓  | 3室1厅 | 107.59平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-9fb84e3d-fed7-4a9b-9e8b-80a5dd8c8bd0.jpg.296x216.jpg
20190504,浦东,世博,电梯高区三房+无遮挡+拎包入住房主自荐,600万,东明苑  | 3室1厅 | 110.98平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-f1f6d81a-9af2-4c33-bb31-ee7696ad9894.jpg.296x216.jpg
20190504,浦东,世博,上南三村性价两房朝南 7/8/13号线700米以内 户型好房主自荐,298万,上南三村  | 2室1厅 | 54.72平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-51b8245d-b823-4158-8f81-432d0bf69867.jpg.296x216.jpg
20190504,浦东,世博,济阳三村 1室1厅 220万新上,220万,济阳三村  | 1室1厅 | 43.31平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-41d6197f-dc0b-499e-9d60-2e2c102240be.jpg.296x216.jpg
20190504,浦东,世博,一梯两户电梯房，配套齐全，交通方便。,1100万,上南花城  | 3室2厅 | 151.46平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-34bb0914-9835-4030-bb44-bdb792cb054d.jpg.296x216.jpg
20190504,浦东,世博,上南十一村 2室1厅 320万,320万,上南十一村  | 2室1厅 | 56.33平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-059a38bb-f855-436d-8981-1a7ca06b8463.jpg.296x216.jpg
20190504,浦东,世博,新世纪花苑99年商品房，房东诚心出售。,470万,新世纪花苑(二期)(浦东)  | 2室2厅 | 77.17平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-3d88c4eb-28a1-4965-9651-ae5daebe75eb.png.296x216.jpg
20190504,浦东,世博,几乎没怎么住过，婚房装修，拎包入住，两房带客厅,415万,云台二小区  | 2室1厅 | 72.48平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-a1078091-926f-4424-b5d7-a07cbd335f3f.jpg.296x216.jpg
20190504,浦东,世博,此房格局好，两房朝南，厅朝东，景观房,600万,云台大厦  | 2室2厅 | 109.8平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-9af81d58-86b1-4a5f-a084-2f61b89c69c2.jpg.296x216.jpg
20190504,浦东,世博,济阳三村 2室1厅 305万,305万,济阳三村  | 2室1厅 | 57.78平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-608f3153-ab5c-4f93-bd46-ce344ea4e58f.jpg.296x216.jpg
20190504,浦东,世博,业主婚房装修，看房随时。满五年诚心出售 一梯两户,347.9万,齐河花苑  | 2室1厅 | 59.21平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-6ae1f77a-ef45-4eca-9196-224eedd18594.jpg.296x216.jpg
20190504,浦东,世博,新世纪花苑(二期)(浦东) 2室1厅 410万,410万,新世纪花苑(二期)(浦东)  | 2室1厅 | 69.19平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-9499c352-dcb5-4794-ab0d-0a4cd75af203.png.296x216.jpg
20190504,浦东,世博,济阳三村 1室1厅 240万,240万,济阳三村  | 1室1厅 | 41.93平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ea46b207-4fc1-4607-9774-403c79d1fc24.jpg.296x216.jpg
20190504,浦东,世博,世博板块，南北两房，东边套，采光好房主自荐,260万,德州五村  | 2室1厅 | 50.58平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-5ef3e6ef-9e9c-42b8-a004-10a2a1d1140a.png.296x216.jpg
20190504,浦东,世博,上南六村，交通方便，小区位置好，两房一厅，看房方便,310万,上南六村  | 2室1厅 | 57.9平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-bede1929-2d6b-472d-a5a1-c1e5ac47507a.jpg.296x216.jpg
20190504,浦东,世博,经典大复式，小区花园好位置！楼层好，采光通风都很棒,920万,昌里花园  | 2室2厅 | 168.69平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-f395a134-9430-4348-a58d-eb2f650868ed.jpg.296x216.jpg
20190504,浦东,世博,世博中装全 明两房，高层采光充足，业主诚意出售。,280万,济阳一村  | 2室1厅 | 57.29平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-d50fc769-8418-4ccd-a717-74e5db376055.jpg.296x216.jpg
20190504,浦东,世博,上南五村 2室0厅 305万,305万,上南五村  | 2室0厅 | 53平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-8a867715-b2dc-4606-8618-49aee11c4e4d.png.296x216.jpg
20190504,浦东,世博,两房全明户型，小区中间位置，看房随时,350万,齐八小区  | 2室1厅 | 66.25平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-9b28f088-2961-4910-ad63-085098311b19.png.296x216.jpg
20190504,浦东,世博,边套房！！前无遮挡！楼层佳！!满五唯一！！房主自荐,415万,新世纪花苑(二期)(浦东)  | 2室1厅 | 68.83平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-2edc49ac-2895-4084-9fa2-03222023db79.png.296x216.jpg
20190504,浦东,世博,德州六村   一楼好房  总价低   业主诚意出售,260万,德州六村  | 2室1厅 | 54.69平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-d647ad45-fc73-4133-a8e6-effc18aabf11.jpg.296x216.jpg
20190504,浦东,世博,上钢五村 2室1厅 295万,295万,上钢五村  | 2室1厅 | 48.04平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-1f22df68-5be5-41f5-b4d7-ad4c282463bb.jpg.296x216.jpg
20190504,浦东,世博,德州一村 2室1厅 430万,430万,德州一村  | 2室1厅 | 78.17平米 | 东 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-5b2913dc-3c9c-434b-aca8-0bbcf37b4cbd.jpg.296x216.jpg
20190504,浦东,世博,新世纪花苑(三期)(浦东) 2室2厅 550万,550万,新世纪花苑(三期)(浦东)  | 2室2厅 | 89.11平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-482230ef-b3bb-4c72-a135-9537d8d66ea2.jpg.296x216.jpg
20190504,浦东,世博,双轨交6号7号高科西路站，南北板式三房 全明,1100万,东明家园  | 3室2厅 | 155.04平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-a4a6f20f-e5de-44ef-8f2a-04adf1ab0a0a.jpg.296x216.jpg
20190504,浦东,世博,7号线 云台路地铁站 近世博馆 世博园  户型好,820万,云台苑  | 3室2厅 | 173.96平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-0d033e67-a1ea-4447-90a8-557f814e2dce.jpg.296x216.jpg
20190504,浦东,世博,上南六村 1室1厅 210万,210万,上南六村  | 1室1厅 | 37.74平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-babc3b5f-273e-4c3a-85aa-7243f2e34a4f.jpg.296x216.jpg
20190504,浦东,世博,一梯两户不靠高架商品南北两房主卧朝空挡采光好户型正,480万,新世纪花苑(二期)(浦东)  | 2室2厅 | 75.02平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-3f1d868f-581e-42cf-a19c-c34342bbfb76.png.296x216.jpg
20190504,浦东,世博,带超大花园，精装南北板式直通户型，近地铁满二年税少,829万,博爱家园  | 3室2厅 | 120.22平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-1de1f2a4-e96d-4025-b7eb-71bcfdec97a5.png.296x216.jpg
20190504,浦东,世博,济阳三村 2室1厅 320万,320万,济阳三村  | 2室1厅 | 58.13平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-c7c20f5b-af92-40f1-906b-ea093fed2070.jpg.296x216.jpg
20190504,浦东,世博,低价两房龄新是您和Ta温馨的归属近.地铁近世博家乐福,230万,六里二村  | 2室1厅 | 47平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-cababdd6-5c93-428b-ac70-d9359c8f3ff1.png.296x216.jpg
20190504,浦东,世博,上南六村精装修正气双南两房一厅，二楼好楼层位置好,356万,上南八村  | 2室1厅 | 61.11平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b28a8b00-8d44-40df-8812-1d5dceb001b4.jpg.296x216.jpg
20190504,浦东,世博,低楼层，对父母，带小孩都是一个不错的选择,248万,新世纪花苑(二期)(浦东)  | 1室1厅 | 48.12平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-5b9a74b4-0023-4329-8a21-ed12fb5ac3d5.png.296x216.jpg
20190504,浦东,世博,上南十村地铁6813号线，小区安静，交通方便，,208万,上南十村  | 1室1厅 | 42.85平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-6b9aebfc-5c27-4664-85e3-570017c6f47c.png.296x216.jpg
20190504,浦东,世博,房东诚心出售位置好采光棒 交通方便 生活便利小区新房主自荐,780万,新昌里公寓  | 3室2厅 | 112.21平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-54c3206a-a488-420f-9776-90bd6b5e029f.png.296x216.jpg
20190504,浦东,世博,现代印象，次顶楼，大四房诚意售，看房方便有车位,1211万,昌里花园(三期)  | 4室2厅 | 161.57平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-06f00374-2f4c-46b8-8490-c8813ce3b65d.jpg.296x216.jpg
20190504,浦东,世博,一梯两户， 满五年唯一，出门即6/13号线双轨地铁房主自荐,320万,昌四小区  | 2室1厅 | 59.06平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-66d0e0f6-e0e8-4728-bcf7-c1e226b4b095.jpg.296x216.jpg
20190504,浦东,世博,上南七村 2室2厅 285万,285万,上南七村  | 2室2厅 | 54.81平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-c9f22c7c-9707-4ce4-82f0-6154a9f8b27b.jpg.296x216.jpg
20190504,浦东,世博,昌四小区 1室1厅 220万,220万,昌四小区  | 1室1厅 | 45.38平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-562548a3-a6ae-4768-a980-cb5f8e0b55a6.jpg.296x216.jpg
20190504,浦东,世博,近地铁6/13号线东明路站，5楼，一梯两户，房改房,359万,昌七小区  | 2室1厅 | 67.69平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-20a02454-14df-4a8c-87f8-770f67e76758.jpg.296x216.jpg
20190504,浦东,世博,上钢六村 1室0厅 190万,190万,上钢六村  | 1室0厅 | 35.5平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-adf1f1cd-1cce-46e9-998d-41ef944fe5a0.png.296x216.jpg
20190504,浦东,世博,齐河花苑 1室1厅 260万,260万,齐河花苑  | 1室1厅 | 51.21平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-0f737400-0282-472b-9fad-2a6159de2c50.png.296x216.jpg
20190504,浦东,世博,8/13号地铁口，居家一房，首付60万入住中环内,175万,上南八村  | 1室1厅 | 31.5平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-dfea3a11-92a2-4a5e-a88f-d5755041476b.png.296x216.jpg
20190504,浦东,世博,上南九村 1室1厅 265万,265万,上南九村  | 1室1厅 | 48平米 | 东 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-6434539b-e406-4b3f-b191-067bfabdfe1c.png.296x216.jpg
20190504,浦东,世博,三轨交通，方便出行，配套成熟，生活便利！,325万,齐七小区  | 2室1厅 | 55.14平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-73a45136-ed0f-4239-ab18-a038f031830b.png.296x216.jpg
20190504,浦东,世博,正规成熟小区，中间安静，楼层好，光线很好！,339万,齐八小区  | 2室1厅 | 62.79平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-d2fafc58-645c-4446-98b1-557dc4b88779.png.296x216.jpg
20190504,浦东,世博,满五唯一无个税，双南格局，全明户型，2011年次新房,520万,逸翠公馆  | 2室1厅 | 92.75平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-feac5a9b-3d3d-445f-bfa5-91186843cd52.png.296x216.jpg
20190504,浦东,世博,新世纪花苑(二期)(浦东) 2室1厅 365万,365万,新世纪花苑(二期)(浦东)  | 2室1厅 | 66.38平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-0245cc88-a864-473d-9512-4bed6041ffed.jpg.296x216.jpg
20190504,浦东,世博,德州五村  紧靠地铁8号线成山站  上南公园 上钢菜市场,208万,德州五村  | 1室1厅 | 42.78平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-e67b4386-9676-466c-bcac-9e6d70a0c108.jpg.296x216.jpg
20190504,浦东,世博,济阳二村 1室1厅 235万,235万,济阳二村  | 1室1厅 | 43.48平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-7066d6ec-6d09-4aeb-a787-7f24b0eb1d60.jpg.296x216.jpg
20190504,浦东,世博,昌七小区 1室1厅 240万,240万,昌七小区  | 1室1厅 | 43.74平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-dd3755df-b81b-4393-ad02-faabdcddfa9c.jpg.296x216.jpg
20190504,浦东,世博,济阳新村+电梯两房户型正+动迁房税少+有钥匙看房方便,360万,济阳二村  | 2室1厅 | 65.69平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-4b3cac73-2f3c-400b-a058-16aa5e84cba5.jpg.296x216.jpg
20190504,浦东,世博,上南二村 3室1厅 385万,385万,上南二村  | 3室1厅 | 63.62平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-685513d4-6c28-42b4-aa0f-f8d8fba5507e.jpg.296x216.jpg
20190504,浦东,世博,德州七村    朝南    一房两厅  房龄新采光好,205万,德州七村  | 1室2厅 | 42.37平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-e6a69496-cac0-4823-b3d6-147e2f82bf6b.jpg.296x216.jpg
20190504,浦东,世博,有钥匙 看房随时 一手现房 免增值税  个税,666万,华业翠都  | 2室1厅 | 102.12平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-7c40d994-41bf-4cef-90c5-5ab1629691c9.png.296x216.jpg
20190504,浦东,世博,德州一村 1室1厅 180万,180万,德州一村  | 1室1厅 | 37.05平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-0b29f8e8-4361-4fb1-a8b2-f902254aab8d.jpg.296x216.jpg
20190504,浦东,世博,逸翠公馆 3室1厅 700万,700万,逸翠公馆  | 3室1厅 | 111.27平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-8f042d0b-65a3-4a9b-85a2-65dcd415b9a9.jpg.296x216.jpg
20190504,浦东,世博,济阳二村 2室1厅 305万新上,305万,济阳二村  | 2室1厅 | 57.54平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-46c41067-9258-4a30-8281-9209b8b41f74.jpg.296x216.jpg
20190504,浦东,世博,价格可谈，一室一厅面积大，业主诚意出售,225万,昌四小区  | 1室1厅 | 46.87平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-2f5fa50d-2843-4fec-b6b4-a3008742f276.png.296x216.jpg
20190504,浦东,世博,济阳三村 2室2厅 318万,318万,济阳三村  | 2室2厅 | 58.13平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-0a0a1c7b-0db9-4368-abe7-c3f7a7462016.jpg.296x216.jpg
20190504,浦东,世博,挂牌新低，7号线云台站 单价低，双南品质小区，非顶楼,615万,上南花苑一期  | 2室2厅 | 116.25平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-eb52d13a-e895-4ee7-a47c-a55ea9d530b8.png.296x216.jpg
20190504,浦东,世博,一年精装，拎包入住，采光充足，南北两房带客厅,295万,云台一小区  | 2室1厅 | 52.65平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-499ef0f1-041a-40fb-a050-9f5828775762.jpg.296x216.jpg
20190504,浦东,世博,近内环近地铁  带固定车位 总价低 单价低房主自荐,515万,上南花苑一期  | 3室1厅 | 96.52平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-9176b61c-56f2-4128-bf5f-142efe081bb4.png.296x216.jpg
20190504,浦东,世博,爵士悦 前后花园位置 品质装修 业主诚心出售,950万,爵仕悦  | 3室2厅 | 128.79平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-647c853b-af27-489c-bd5c-4cc7f6adbc07.png.296x216.jpg
20190504,浦东,世博,总价低一房，地段成熟，交通方便，看房随时,212万,绿洲小区(浦东)  | 1室1厅 | 43.08平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-14d513b3-392d-4ace-8b9f-0533c1931920.png.296x216.jpg
20190504,浦东,世博,济阳三村 3室0厅 335万,335万,济阳三村  | 3室0厅 | 63.58平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-232fb09d-267c-469b-b036-b11a99a31880.jpg.296x216.jpg
20190504,浦东,世博,济阳三村+7/13号线+双南户型+楼层好+有钥匙随时看房,325万,济阳三村  | 2室1厅 | 58.13平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-3243b247-92c8-4047-aae0-95bdef3ed51d.png.296x216.jpg
20190504,浦东,世博,钥匙房源，电梯房。满五唯一三开间朝南，采光好。,550万,齐二小区  | 3室1厅 | 94.91平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-de9879e9-b569-489b-af7d-e6bd77a72d91.jpg.296x216.jpg
20190504,浦东,世博,上南花城 4室2厅 1350万,1350万,上南花城  | 4室2厅 | 175.5平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-99dd8c23-68d0-492e-9f83-5bea86aaddc1.jpg.296x216.jpg
20190504,浦东,世博,万科金色城品 2室2厅 670万新上,670万,万科金色城品  | 2室2厅 | 87.33平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-baa51d7f-e40b-4bec-aa6c-bd5763cca447.jpg.296x216.jpg
20190504,浦东,世博,一梯三户边套全明，满五唯一，产权清晰，采光好,298万,齐二小区  | 2室1厅 | 59.12平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-72f4a759-f7c0-49ab-9e08-8932aa99900a.png.296x216.jpg
20190504,浦东,世博,一期两房户型在售 业主诚意变现， 卧室朝南 户型正气,640万,上南花苑一期  | 2室2厅 | 116平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-5c0c5c9a-cc5c-43d9-b5ef-5829ed2c1be0.png.296x216.jpg
20190504,浦东,世博,世博板块 精装一室一厅 地铁8/13号线 满五唯一,260万,上南十一村  | 1室1厅 | 43.6平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-8880fe46-2629-47e0-87a9-3c9cd439bb6a.jpg.296x216.jpg
20190504,浦东,世博,济阳三村 2室1厅 330万,330万,济阳三村  | 2室1厅 | 64.63平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-a698ce0d-c856-4551-973e-e35222c38afe.jpg.296x216.jpg
20190504,浦东,世博,东明苑 1室1厅 235万,235万,东明苑  | 1室1厅 | 44.37平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-7bccdc0a-bd8f-4061-87d4-f780233fd2e8.png.296x216.jpg
20190504,浦东,世博,上南八村成山路8/13号线中间楼层客厅带阳台一房一厅房主自荐,259万,上南八村  | 1室1厅 | 46.28平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-e7a8d424-77e2-46aa-a6bf-28052cf9c552.png.296x216.jpg
