20190504,虹口,曲阳,东边套低价+精装+北一室户+内环+曲阳路8号地铁站新上,135万,玉田新村  | 1室0厅 | 29.1平米 | 东 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-140227e7-732b-4e14-be26-68085c4adedd.jpg.296x216.jpg
20190504,虹口,曲阳,内环内，低总价，朝北一门关，非一楼,148万,玉田新村  | 1室0厅 | 30.59平米 | 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/b777516a-4f2e-49fe-bf63-4df2623a217e.jpg.296x216.jpg
20190504,虹口,曲阳,曲阳地段，地铁沿线，配套齐全，经典户型，价格可谈,260万,密二小区  | 1室1厅 | 37.81平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/476d1396-100f-4ff4-8b8e-5178d6c9d5ed.jpg.296x216.jpg
20190504,虹口,曲阳,户型方正 没有浪费面积 空间使用率高  出行比较方便,630万,建工天峰公寓  | 2室1厅 | 77.26平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/b632d516-8dff-41c5-8a5f-44d406997831.jpg.296x216.jpg
20190504,虹口,曲阳,银联电梯一房，精装修，有地铁3号线，楼层好房龄新,460万,银联花园  | 1室1厅 | 58.88平米 | 东南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/71919fa6-7681-409d-b908-3751d9094a68.jpg.296x216.jpg
20190504,虹口,曲阳,建工精装两房，3/8双轨交，满五唯一，有钥匙随时看房,480万,建工天峰公寓  | 2室1厅 | 60.57平米 | 东 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/35458a64-8c07-49af-8ebe-360ac5e1b6ed.jpg.296x216.jpg
20190504,虹口,曲阳,近地铁三号线，满五，随时可以看房，精装修,470万,银联花园  | 2室1厅 | 57平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload9cdf0e45-a6a0-419b-9b66-36f930c1aa3c.jpg.296x216.jpg
20190504,虹口,曲阳,双南双天井的，全明户型，院子19平，房型方正。,355万,密三小区  | 2室1厅 | 55.78平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/342de744-2641-4e4d-8362-ca932f875b51.jpg.296x216.jpg
20190504,虹口,曲阳,银联花园 2室1厅 580万房主自荐,580万,银联花园  | 2室1厅 | 74.8平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/415d5460-d82e-4771-84dc-4f9a10a2a488.jpg.296x216.jpg
20190504,虹口,曲阳,内环 双轨 双南两房 三楼 看房随时 房东置换诚意出售,377万,大西小区  | 2室1厅 | 59.1平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170910/21915d15-dfe5-4083-91ca-8c5dbda9ea24.jpg.296x216.jpg
20190504,虹口,曲阳,精装大三房，房型正气，楼层好，视野宽阔，诚心出售,895万,华敏大厦  | 3室2厅 | 141.3平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20171120/bfa30d66-e378-41b2-8130-5ea8ba9ed7c2.jpg.296x216.jpg
20190504,虹口,曲阳,虹口曲阳、三站同距、两房一正厅、楼间距大、小区环境,315万,祥东小区(虹口)  | 2室1厅 | 47.7平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/cd7d7a07-4a94-4204-aa3a-b390da6ebc3c.jpg.296x216.jpg
20190504,虹口,曲阳,东四小区 3室1厅 550万房主自荐,550万,东四小区  | 3室1厅 | 64.88平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/6cf93db8-0707-4f11-a7e0-107c9f67ff4d.jpg.296x216.jpg
20190504,虹口,曲阳,玉田新村 1室1厅 139万,139万,玉田新村  | 1室1厅 | 30.07平米 | 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/7d8c4113-e52a-4afe-b59e-c4dc5a379b9b.jpg.296x216.jpg
20190504,虹口,曲阳,大两房，楼层高，位置佳，采光好，厨卫全明无遮挡,570万,建工天峰公寓  | 2室2厅 | 86.33平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170429/3c76581a-ae43-4e24-98b9-c50b11eb164b.jpg.296x216.jpg
20190504,虹口,曲阳,复式6房  看房方便  诚心出售,1300万,华敏大厦  | 6室2厅 | 261.89平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/d906f75d-af28-4438-a699-770c215145ae.jpg.296x216.jpg
20190504,虹口,曲阳,东体小区 2室1厅 450万房主自荐,450万,东体小区  | 2室1厅 | 51平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20171123/063759fa-207c-415c-931b-a145fcf494f1.jpg.296x216.jpg
20190504,虹口,曲阳,幸福村 1室0厅 275万,275万,幸福村  | 1室0厅 | 38.28平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170422/08aed0ac-40fc-4bb5-a970-4050b8e84476.jpg.296x216.jpg
20190504,虹口,曲阳,采光好，房型好，朝向好，诚心出售,370万,运光路87号  | 2室1厅 | 62.05平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/66f0f16b-26d6-43a5-90f2-7b247c84df8b.jpg.296x216.jpg
20190504,虹口,曲阳,赤峰小区精装上复式，南北板式户型，房东诚意出售！,465万,赤峰小区  | 2室1厅 | 74.9平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/19e4a908-09db-4415-8840-7d7f9bd6041c.jpg.296x216.jpg
20190504,虹口,曲阳,双轨交，四平路地铁站（8号线10号线），电梯大三房房主自荐,930万,振新大厦  | 3室1厅 | 154.98平米 | 南 北 | 其他 | 有电梯,https://image1.ljcdn.com/310000-inspection/6d7fcfd8-4af0-4d8a-81d2-637d8ce8aaa9.jpg.296x216.jpg
20190504,虹口,曲阳,地铁口旁边，出门就是家乐福的温馨小屋,250万,密二小区  | 1室1厅 | 40.14平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170612/e28be93c-1827-4c0b-a7e4-bba1d9d6c218.jpg.296x216.jpg
20190504,虹口,曲阳,东体小区 2室1厅 335万,335万,东体小区  | 2室1厅 | 54.25平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170711/d04383bd-83c9-4064-8673-f141bc868231.jpg.296x216.jpg
20190504,虹口,曲阳,南窗北窗直通，厨房卫生间独立，精装修，4楼总高5楼,298万,天宝西路252弄  | 2室1厅 | 50.4平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/35137493-6477-4e64-9f38-6e09b4b24e7c.jpg.296x216.jpg
20190504,虹口,曲阳,上农新村 一梯两户 三号线地铁口 精装修，朝南带天井,430万,上农新村  | 1室1厅 | 50.58平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170417/de3d6ac5-a3c9-43dc-95c2-66c70db957ed.jpg.296x216.jpg
20190504,虹口,曲阳,家乐福后面，双轨交通，，小区中间位置,152万,玉田新村  | 1室1厅 | 36.36平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/be85976a-bcb7-4783-86c0-56b7fd82d030.jpg.296x216.jpg
20190504,虹口,曲阳,东五小区+售后公房+总价低+看房方便！,420万,东五小区(虹口)  | 2室1厅 | 63.1平米 | 南 | 简装 | 有电梯,
20190504,虹口,曲阳,玉田新村 1室0厅 190万,190万,玉田新村  | 1室0厅 | 30平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/798b030b-1d21-4ba0-8320-ee4043af3902.jpg.296x216.jpg
20190504,虹口,曲阳,北宸佳苑 2室2厅 950万,950万,北宸佳苑  | 2室2厅 | 106平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadde5618d4-1fbd-496c-9751-b9f5e755a897.jpg.296x216.jpg
20190504,虹口,曲阳,朝南一门关户型，房间通透，私密性好，地段不赖,180万,玉田新村  | 1室0厅 | 35.8平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/c4b1a10d-aa84-4659-817c-716b08835999.jpg.296x216.jpg
20190504,虹口,曲阳,降价20万+1987年+四平路地铁站500米+信赖链家+诚售,170万,密云路250弄  | 1室1厅 | 30.37平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/1a52e856-e44c-4f44-9528-fc3cc944c455.png.280x210.jpg
20190504,虹口,曲阳,一房一厅，面积大，单价5.3万每平，急售,345万,商建大楼  | 1室1厅 | 64.77平米 | 东 | 简装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170528/177adc9c-c80d-4e43-b905-5091fb4635ba.jpg.296x216.jpg
20190504,虹口,曲阳,密三小区 满五年  大2房 双南户型 交通便利,415万,密三小区  | 2室1厅 | 60.67平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/c161e844-b428-40b4-ad97-9c6791de410c.jpg.296x216.jpg
20190504,虹口,曲阳,家乐福后面，双轨交通，一室半，小区中间位置，安静,243万,密二小区  | 1室1厅 | 39.37平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload70334a5b-f571-4623-9ac7-6be2ced627ab.jpg.296x216.jpg
20190504,虹口,曲阳,房东诚意出售 价格可小谈 边套全明户型,550万,东体小区  | 3室1厅 | 67.54平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20161225/4ad44b83-cb83-4267-a9ec-7adacda5b80c.jpg.296x216.jpg
20190504,虹口,曲阳,步行200M至8号线曲阳站  精装朝南电梯房1房  2003房龄,330万,东渡名人大厦  | 1室1厅 | 55.48平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/454b0f81-837d-4d61-9a6a-23499b37a5cd.jpg.296x216.jpg
20190504,虹口,曲阳,正朝南，阳光很好，地铁八号线300米，家乐福近，,375万,玉四花苑  | 2室1厅 | 56.68平米 | 东南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload7ca897b7-8cc9-42ad-8121-00dd01810777.jpg.296x216.jpg
20190504,虹口,曲阳,邮电二村，南北通两房，全明户型，精装修采光无遮挡,520万,邮电二村  | 2室1厅 | 66.04平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/52ec4a37-6791-46a3-ad6c-82396148be94.jpg.296x216.jpg
20190504,虹口,曲阳,中间三楼 双南全明精装两房 可拎包入住 诚心出售,420万,松花江路2591弄  | 2室1厅 | 64.73平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/fca7d04e-3fc6-4d9c-b703-60cca9f50c74.jpg.296x216.jpg
20190504,虹口,曲阳,8号线地铁口、3楼精装大一房，附带5㎡阳台全明好户型,248万,大三小区  | 1室1厅 | 40.07平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20180115/41ea5cbe-73a3-40b6-8e7c-5b226771ae20.jpg.296x216.jpg
20190504,虹口,曲阳,精装修采光无遮挡置换诚意出售拎包入住商务,450万,赤峰小区  | 2室1厅 | 66.46平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload804f52e7-d36d-46bb-aef6-d7cac6a287cc.jpg.296x216.jpg
20190504,虹口,曲阳,密三小区 2室0厅 307万,307万,密三小区  | 2室0厅 | 47平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/b5d603e7-36c1-4496-8f0c-02c82d85d38a.png.280x210.jpg
20190504,虹口,曲阳,内环内 总价低 出租快 临地铁 朝南边套全明 随时看房,136.5万,大二小区  | 1室0厅 | 32.6平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/4da7e1e0-7a88-4ff6-83d5-b76a6ba3c88f.jpg.296x216.jpg
20190504,虹口,曲阳,东五小区 高区电梯房 满五年唯一  产权清晰 诚意出售,458万,东五小区(虹口)  | 2室0厅 | 64.9平米 | 东南 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/680e6b5c-05e5-4a2f-a712-7515eeb2dfeb.jpg.296x216.jpg
20190504,虹口,曲阳,运光小区 1室1厅 240万,240万,运光小区  | 1室1厅 | 39.99平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadc3cb1903-ba46-48e2-b24e-b320a34b3126.jpg.296x216.jpg
20190504,虹口,曲阳,松花小区 2室1厅 370万,370万,松花小区  | 2室1厅 | 68.11平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/1d1ffbcf-8294-466c-b471-fa21722cf92b.jpg.296x216.jpg
20190504,虹口,曲阳,内环内曲阳板块+房龄1989年+有平改坡+8号和10号线,180万,四平路幸福村  | 1室0厅 | 34.5平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/1413b2ce-7f54-43d7-a2a9-6acd13109f39.jpg.296x216.jpg
20190504,虹口,曲阳,南北两房，楼层好，精装修，内环繁华地段！,270万,祥德路450弄  | 2室0厅 | 51.5平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/c699045d-5de1-435b-8b7d-ee2f9c7dd868.png.280x210.jpg
20190504,虹口,曲阳,上农新村 2室0厅 405万,405万,上农新村  | 2室0厅 | 51.14平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/95743698-fea2-40a6-81fd-bf5c6b5bb3a1.png.280x210.jpg
20190504,虹口,曲阳,蒋家桥路20号 1室0厅 180万,180万,蒋家桥路20号  | 1室0厅 | 28.72平米 | 西 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/66a3daba-86d9-4843-9829-9d7129529631.jpg.296x216.jpg
20190504,虹口,曲阳,视野开阔 满五唯一 一梯两户诚心出售,220万,运光小区  | 1室1厅 | 37.43平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/29a3e201-b01b-4a9a-b88c-8c9eba920196.jpg.296x216.jpg
20190504,虹口,曲阳,密云路250弄 1室0厅 215万,215万,密云路250弄  | 1室0厅 | 33.78平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/d6af9c32-7f89-4652-85fa-d31c4ca6221c.jpg.296x216.jpg
20190504,虹口,曲阳,虹口美丽家园，一梯三户，精装拎包入住，1986年竣工,240万,蒋家桥小区  | 1室1厅 | 38.92平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploade660d914-22a2-4fc8-8c63-b5359b005e1f.jpg.296x216.jpg
20190504,虹口,曲阳,赤峰小区 2室1厅 448万新上,448万,赤峰小区  | 2室1厅 | 68平米 | 南 | 其他 | 有电梯,https://image1.ljcdn.com/310000-inspection/ec792bfa-b7bf-42d2-b9bc-d60d70fe878a.jpg.296x216.jpg
20190504,虹口,曲阳,小区后期建造，八十年代房龄，1T4户，南北通风,208万,玉田新村  | 1室1厅 | 35.46平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload794faf48-b58d-4661-b2c6-262e7975ddf0.jpg.296x216.jpg
20190504,虹口,曲阳,85年建造！不一样的选择，不一样的体验花园式温馨小屋,205万,玉田新村  | 1室0厅 | 35平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload03a8ed86-4809-450f-ad59-bc4e581bbd69.jpg.296x216.jpg
20190504,虹口,曲阳,精装修，3/8两线地铁之间五百米，看房方便，联系我,125万,东体小区  | 1室1厅 | 20.45平米 | 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/fbb384f9-3cd0-44cc-bcf9-e351db9c3809.jpg.296x216.jpg
20190504,虹口,曲阳,玉田新村 朝北分门的户型 一门关 出入方便 生活便利,150万,玉田新村  | 1室0厅 | 30.2平米 | 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/10cf0d36-ef08-4423-b31e-5c6c6599d461.jpg.296x216.jpg
20190504,虹口,曲阳,大连西路159号 2室0厅 255万,255万,大连西路159号  | 2室0厅 | 48.58平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload72d088df-75ea-4f1a-aee0-4fb568e37da8.jpg.296x216.jpg
20190504,虹口,曲阳,诚意出售，采光好，楼层佳，地理位置优越,325万,八一小区  | 2室1厅 | 61.38平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/80cbd869-1bbd-4b00-ad71-04dca6307cff.png.280x210.jpg
20190504,虹口,曲阳,小而精的房子来啦  出门地铁站  单价低  总价低,180万,西南小区  | 1室0厅 | 29.6平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/eb5efb93-e681-4994-8517-577b810d6aab.jpg.296x216.jpg
20190504,虹口,曲阳,内环内地铁口，朝南一房，总价低 ，位置佳,158万,大连西路29号  | 1室1厅 | 30平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/a346c54b-1402-4a04-bbd5-aa439dfd333d.jpg.296x216.jpg
20190504,虹口,曲阳,有钥匙随时看房，业主诚心出售，二楼适合老年人居住,145万,玉田新村  | 1室1厅 | 36.29平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/e39a55ae-2f09-4cce-8e5a-196d69462b67.jpg.296x216.jpg
20190504,虹口,曲阳,内环内 近地铁 南北通两房 小区位置佳 房东置换急售,320万,大三小区  | 2室1厅 | 53.47平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/f6c5593e-6670-4aa4-bff4-5751d8e11369.png.280x210.jpg
20190504,虹口,曲阳,虹口区热门小户型 地铁8号线步行750米 总价低,161万,玉田新村  | 1室0厅 | 29.88平米 | 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploaddbcf38ef-2655-400d-9d5d-aaad7d64c9b0.jpg.296x216.jpg
20190504,虹口,曲阳,精装一室户，8号线曲阳路地铁站,230万,大西小区  | 1室0厅 | 35.3平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadea3cceb0-65fa-49d5-aff4-ac28b62e60e7.jpg.296x216.jpg
20190504,虹口,曲阳,祥东小区(虹口) 1室1厅 185万,185万,祥东小区(虹口)  | 1室1厅 | 27.39平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/c336b77d-a00c-49a5-a73c-ad503c6cb892.jpg.296x216.jpg
20190504,虹口,曲阳,百强第22位服务质量领先+企业殊荣+曲阳百联9月份开业,2300万,复城国际(别墅)  | 5室4厅 | 287.58平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/3575be8c-4ccb-405d-ba48-1b2fc03d2a14.jpg.296x216.jpg
20190504,虹口,曲阳,高区景观 双南装修好 拎包入住  老业主 随时看房,520万,东五小区(虹口)  | 2室1厅 | 66平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/d16bc1c5-92ce-4485-8010-580602381e07.png.280x210.jpg
20190504,虹口,曲阳,近地铁 精装南北通格局，主卧朝南带阳台，厨卫朝北。,200万,大三小区  | 1室0厅 | 36.3平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/13c0b76f-f34a-4a0c-8749-8a9bc22e1480.png.280x210.jpg
20190504,虹口,曲阳,曲阳板块一室户，中间楼层，近8号和10号线,198万,大二小区  | 1室1厅 | 34.68平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/71a80195-1080-4e2c-8067-c7951fd2efb4.png.280x210.jpg
20190504,虹口,曲阳,玉田，朝南分门，二楼，适合老年人居住，生活成熟,148万,玉田新村  | 1室0厅 | 33.5平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/6c91e5a9-f749-4313-8fcc-629b82d50687.jpg.296x216.jpg
20190504,虹口,曲阳,运光小区 1室1厅 240万,240万,运光小区  | 1室1厅 | 40.37平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/0cc7c192-b4a1-424a-87e1-42697297beb5.png.280x210.jpg
20190504,虹口,曲阳,满五唯一，可改朝北一门关，生活配套齐全，交通便利,135万,玉田新村  | 1室0厅 | 29.21平米 | 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/73885686-41a3-488c-b4de-49314e2bccd5.jpg.296x216.jpg
20190504,虹口,曲阳,户型好 采光佳 无遮挡  业主诚意出售,550万,密云花苑  | 2室2厅 | 96.55平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/2bc36525-8938-4369-a9bf-329e7230245e.jpg.296x216.jpg
20190504,虹口,曲阳,赤峰小区下复式，南北板式，电梯中区视野开阔无遮挡！,430万,赤峰小区  | 2室1厅 | 68.8平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/f9b2da10-e533-4726-a1dc-fe4a09fabfb4.png.280x210.jpg
20190504,虹口,曲阳,大天井，独栋，采光无遮挡，宝钢结构，房型正气靠花园,325万,东体小区  | 2室1厅 | 51平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/b282d145-0d55-4299-a029-669733779ab5.png.280x210.jpg
20190504,虹口,曲阳,低楼层+低总价+大面积+采光无遮挡,155万,玉田新村  | 1室0厅 | 34.09平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/6dfeb145-6ede-41db-9ea7-231060bfdc1c.jpg.296x216.jpg
20190504,虹口,曲阳,温馨一室，楼层好，交通便利，购物方便,140万,玉田新村  | 1室0厅 | 26.29平米 | 北 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/a2007a56-206f-4a5b-bb1c-19775cb2af50.png.280x210.jpg
20190504,虹口,曲阳,次房精装的，装修3年多，税费低，诚意卖，价格可谈房主自荐,240万,赤峰小区  | 1室0厅 | 38.4平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/aad56e69-4e74-4ffe-a3c7-637c5dc12667.png.280x210.jpg
20190504,虹口,曲阳,天宝西路252弄 2室2厅 300万,300万,天宝西路252弄  | 2室2厅 | 50.02平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/1924dfb2-0f6e-4e77-bdeb-7a20b767697e.jpg.296x216.jpg
20190504,虹口,曲阳,大二小区 1室0厅 128万,128万,大二小区  | 1室0厅 | 32.51平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/6d44e704-7425-45c4-9b74-a29ac60dbfd3.jpg.296x216.jpg
20190504,虹口,曲阳,密二小区 2室0厅 300万,300万,密二小区  | 2室0厅 | 49.02平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20170109/8d5e976b-6db9-4a54-bdd3-2befc1030dd1.jpg.280x210.jpg
20190504,虹口,曲阳,8号线曲阳路站100米 顶楼复制 满五唯一 看房随时方便,468万,大连西路15号  | 3室2厅 | 87.17平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170408/6b630ef5-f746-49ae-9fe7-5b673767b285.jpg.296x216.jpg
20190504,虹口,曲阳,电梯朝南一房，价格可谈，看房提前约,345万,东四小区  | 1室1厅 | 40.92平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/b7fa3587-51f3-48fe-9d4d-b77f9908fb9a.png.280x210.jpg
20190504,虹口,曲阳,价格美丽，采光好，无抵押，无贷款户口好迁 产权清晰,195万,运光小区  | 1室0厅 | 38.09平米 | 暂无数据 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/03cb61c1-5b5f-4cd4-9d25-e6563aa7d5ee.png.280x210.jpg
20190504,虹口,曲阳,满五唯一精装修看房随时可以业主诚意出售,225万,天宝西路252弄  | 2室1厅 | 49.9平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/0a8881dd-f32f-4178-be6e-67a9edc445e5.jpg.296x216.jpg
20190504,虹口,曲阳,总价低的独立南北两房，税费各付，诚心出售，先到先得,240万,玉田新村  | 2室1厅 | 51.49平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/8b3b82c6-c3eb-49e2-aff6-27d7d7f00d6b.jpg.296x216.jpg
20190504,虹口,曲阳,一室一厅电梯房带6平米阳台，250米8号线，550米家乐福,280万,东渡名人大厦  | 1室1厅 | 42.43平米 | 西南 西 | 简装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20161105/4954333a-dd91-48a9-9add-a5fbb7a74048.jpg.296x216.jpg
20190504,虹口,曲阳,近地铁 ，生活配套齐全！总价低，交通便利。,165万,大连西路33号  | 1室1厅 | 27.83平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadddbb2904-ac9b-4e41-9fa1-df3f1ca8c88a.jpg.296x216.jpg
20190504,虹口,曲阳,双地铁，医院，家乐福，公园，商场都在旁边，生活便利,515万,大连西路167号  | 3室1厅 | 73.6平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/fea09dd8-6f9f-4910-80ce-fc48738860f7.jpg.296x216.jpg
20190504,虹口,曲阳,巴林小区经典南北户型通透开放式厨房带餐厅安静舒适,320万,巴林小区  | 2室1厅 | 52.73平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/86bd507b-18be-4b36-b97e-7bee6916aba0.png.280x210.jpg
20190504,虹口,曲阳,运光小区 1室1厅 199万,199万,运光小区  | 1室1厅 | 35.11平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/bcbd2773-1696-462d-84c7-d861abfc3edb.png.280x210.jpg
20190504,虹口,曲阳,房型好 采光无遮挡 业主诚意出售,460万,赤峰小区  | 2室1厅 | 66.81平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/67e5d852-c73b-4f54-b9ec-6bdd43ee3d04.png.280x210.jpg
20190504,虹口,曲阳,朝南一室，楼层好，采光充足，看房可约,148万,玉田新村  | 1室1厅 | 29平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/9b242d66-ef92-4102-8f30-b8ed81fa6482.jpg.296x216.jpg
20190504,虹口,曲阳,满五唯一，婚房装修，正对小花园，采光好，房型正气,338万,玉四小区  | 2室1厅 | 49.05平米 | 南 | 精装 | 无电梯,
20190504,虹口,曲阳,天宝西路252弄 1室1厅 155万,155万,天宝西路252弄  | 1室1厅 | 31.83平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/75fca4d2-a0d0-4c55-946c-2d71cd45b72c.jpg.296x216.jpg
20190504,虹口,曲阳,朝南+家乐福旁边+公园旁边交通便利，人员兴旺,154万,玉田新村  | 1室1厅 | 36.42平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/ddfa7782-d06c-4ba8-93c9-5a301d2f6191.jpg.296x216.jpg
20190504,虹口,曲阳,采光好没有遮挡  通风好 诚心价格可谈 视野开阔,208万,巴林路80弄小区  | 1室1厅 | 42平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/d6aae5af-a89f-49f5-b130-b4211f45c2b5.png.280x210.jpg
20190504,虹口,曲阳,密云大厦 2室2厅 750万,750万,密云大厦  | 2室2厅 | 100.87平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20151204/3594209c-76a1-481f-bf67-142af3b1c434.jpg.296x216.jpg
