20190504,浦东,川沙,两房朝南 厅采光明亮 中等装修  位置好 楼层佳,215万,南桥小区  | 2室1厅 | 64.4平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ecf3016d-2510-4b6d-9cbf-627bd8ea087b.jpg.296x216.jpg
20190504,浦东,川沙,城南小区 双南户型五楼 采光无遮挡 装修可入住,260万,城南小区  | 2室1厅 | 78.22平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-230ba296-c8f7-48a6-bffb-e4e8a63e5ccf.png.296x216.jpg
20190504,浦东,川沙,玉兰苑，复式三房，带电梯，单价低，税少。随时看房,394万,玉兰苑(川沙)  | 3室2厅 | 132.12平米 | 南 | 毛坯 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-95efc554-aa14-43d2-99a7-c6435e69a660.jpg.296x216.jpg
20190504,浦东,川沙,一手动迁 税费少 业主置换诚意出售,605万,翔川家园  | 3室2厅 | 120.66平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-5584d409-2481-4430-9585-940a4e90f983.jpg.296x216.jpg
20190504,浦东,川沙,11年动迁房小区前排为赵采光佳 买进满两年联系维护人,170万,恒纬家苑  | 1室1厅 | 57.3平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-0941f103-7fe0-4a7f-8d1d-cab5ede8f90d.jpg.296x216.jpg
20190504,浦东,川沙,绿海家园 1室1厅 240万,240万,绿海家园  | 1室1厅 | 66.77平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-9ece0b92-4819-401e-83c6-af8696c66b1c.jpg.296x216.jpg
20190504,浦东,川沙,可以一步到位的好房子！看房随时毛坯次新房，价格好谈,658万,凯佳公寓  | 3室2厅 | 122平米 | 南 | 毛坯,https://image1.ljcdn.com/310000-inspection/test-1fccb7b0-9933-4474-85ea-dbb203d0d6c1.png.296x216.jpg
20190504,浦东,川沙,视野宽阔，免个人所得税！2009年商品房！交通便利,388万,鼎鑫名流世家  | 2室1厅 | 92.72平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-d8614879-0dce-4b2c-964a-97a8ed60e163.jpg.296x216.jpg
20190504,浦东,川沙,盛世联奕苑电梯大2房，总价低，户型正气。新上,242万,盛世联弈苑  | 2室2厅 | 88.94平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-884cf900-0835-4d10-a0f1-97159677fa5f.jpg.296x216.jpg
20190504,浦东,川沙,鸿基公寓，房型好，楼层好........................,355万,鸿基公寓  | 3室2厅 | 103.36平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-eb5a1488-2832-4feb-96c7-f7bcfcac2ee9.png.296x216.jpg
20190504,浦东,川沙,09年 电梯商品房，自住装修，位置安静，带产权车位,435万,和憬家园  | 2室2厅 | 88平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-3c571942-714b-4cc3-98cd-94706b7dc0b9.jpg.296x216.jpg
20190504,浦东,川沙,户型好 精装修  满五唯一  位置好   拎包入住 2号线,355万,月亮湾园  | 2室2厅 | 96平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-d5a33b11-790b-42d7-b05d-c85ef97968ac.png.296x216.jpg
20190504,浦东,川沙,低总价+一楼带院子+业主降价出售+配套成熟+钥匙房,175万,晨阳小区  | 2室2厅 | 74.59平米 | 南 北 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-d1886712-d472-47d6-b1df-44db8c423e20.png.296x216.jpg
20190504,浦东,川沙,2007年电梯花园洋房，高区采光通风好，精装拎包入住,620万,贝越水岸名邸  | 3室2厅 | 133.86平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-59d05353-d928-46b7-a0c9-bd75665e2e58.jpg.296x216.jpg
20190504,浦东,川沙,复式房大平方，楼上只算了一半面积，得房率高，随时看,370万,明珠小区(川沙)  | 3室2厅 | 111.43平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-2ac0d946-7b99-4cbf-a6ae-f12a5a1d2e50.jpg.296x216.jpg
20190504,浦东,川沙,四房两厅两卫近地铁 菜场 交通便利 小区自带游泳池,480万,妙境公寓  | 4室2厅 | 146.61平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-914b5139-8d92-4a2c-9808-7bc12eb8f55b.png.296x216.jpg
20190504,浦东,川沙,和憬家园，川沙高档小区，近地铁，精装两房拎包入住,430万,和憬家园  | 2室1厅 | 88平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-f4dd3c45-c8e0-482e-9d96-07a191f88691.jpg.296x216.jpg
20190504,浦东,川沙,产权清晰.满5年.小区环境好看房子.提前预约.面积大,505万,万馨佳园  | 3室2厅 | 119.69平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f7f8e5a4-1b17-4230-9b6c-976b6d45f6a4.jpg.296x216.jpg
20190504,浦东,川沙,施湾三房，低总价，自住装修，旁边就是凌空路！！！,235万,思凡花苑六街坊  | 3室1厅 | 100平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ba9944b9-50be-4613-8d26-9b340a0a1982.jpg.296x216.jpg
20190504,浦东,川沙,2房带阁楼，实际利用空间大，满5唯一，免个税，无抵押,235万,百欣苑  | 2室1厅 | 77.74平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-8480820a-8476-48a5-bf0e-f048b6a1fc9b.jpg.296x216.jpg
20190504,浦东,川沙,一手动迁无增值税费 业主自住精装修 中间楼层看房随时,272万,思凡南苑  | 3室2厅 | 106.03平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b7a04dd7-c166-4a8f-9e39-44043d641097.jpg.296x216.jpg
20190504,浦东,川沙,明珠小区改善两房，精装修，拎包入住，户型正气,285万,明珠小区(川沙)  | 2室2厅 | 84.59平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-9c28607a-cd6a-43a7-b83b-5eb273ea01cb.jpg.296x216.jpg
20190504,浦东,川沙,楼层好，采光好，精装，双南房，有大露台，房东诚售新上,268万,曙光路25弄  | 2室1厅 | 72平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-aa17be11-4a8c-4e9a-829e-44be74d1fa2c.jpg.296x216.jpg
20190504,浦东,川沙,思凡花苑近期毕售房源 价钱好楼层棒 房东诚心,128万,思凡花苑一街坊  | 1室1厅 | 49.8平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-9e1f2c50-5d11-49ff-9606-c3d9046e1a8c.png.296x216.jpg
20190504,浦东,川沙,2008年次新房，婚房装修，南北通，采光好，视野开阔。,158万,天环苑  | 1室1厅 | 49.05平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ae5d4fb0-c521-4e4f-ab54-2e0486bc9ddd.jpg.296x216.jpg
20190504,浦东,川沙,09年商品房，电梯房高层采光好，南北通户型，自住装修,410万,东方城市绿洲  | 2室2厅 | 89.24平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-82154d59-f86c-425b-a045-d16d758a60e4.png.296x216.jpg
20190504,浦东,川沙,2007年一手动迁满五年唯一，可做小两房，诚意出售,245万,舒馨北苑  | 1室1厅 | 56.17平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-6f7842f5-b743-4956-8047-1d70ea4a22d2.jpg.296x216.jpg
20190504,浦东,川沙,自住精装修，保养还可以，业主诚信出售。,210万,曙航苑  | 2室1厅 | 54.32平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-09734934-7366-4a58-a2d5-f120eb9e0c39.jpg.296x216.jpg
20190504,浦东,川沙,新德佳苑2007年竣工 精装修1房改2房 交通便利,350万,新德佳苑  | 2室1厅 | 82.16平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-a843c845-02b5-4cbd-8fc3-ef16ebefddae.jpg.296x216.jpg
20190504,浦东,川沙,园西二居，精装大两房，两开间朝南，采光足通风好，新上,230万,园西二居  | 2室1厅 | 61.89平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-a6ca328f-1205-4ea0-bc6d-485d7f2fe2e0.jpg.296x216.jpg
20190504,浦东,川沙,城丰路15弄靠妙境路与城丰路口小三房川沙单价,310万,城丰路15弄  | 3室2厅 | 106.76平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-6c62fb30-5137-4cd1-85d1-105e41609931.jpg.296x216.jpg
20190504,浦东,川沙,近新德公寓大三房，总价低，拎包可入住，诚意出售,325万,妙境路338弄  | 3室2厅 | 110.01平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-54321c96-4682-48c5-bf03-628b37bb595c.jpg.296x216.jpg
20190504,浦东,川沙,鼎鑫名流苑中间楼层；南北通透，视野开阔产权清晰！,415万,鼎鑫名流世家  | 2室2厅 | 92.72平米 | 南 北 | 毛坯 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-34cbfe8d-ce41-4403-ab4b-3d62b3f53cd7.png.296x216.jpg
20190504,浦东,川沙,东站旁98年房子精装大三房单价2.3万出售，有图有真相,251万,川南奉公路3424弄  | 3室2厅 | 111.2平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-46dd53c1-7b43-4730-8b36-a15770330738.png.296x216.jpg
20190504,浦东,川沙,云川公寓 3室2厅 480万,480万,云川公寓  | 3室2厅 | 142.21平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-c988e05b-57fd-4ee3-bb3a-599b7bb9ea8d.png.296x216.jpg
20190504,浦东,川沙,施湾两房出售，菜场旁边，看房随时,215万,思凡馨苑  | 2室1厅 | 81.29平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f08556d8-c0cc-4e41-b9bf-065e1a49fe2a.jpg.296x216.jpg
20190504,浦东,川沙,97年商品房+小区央座+老精装+楼层好+生活配套齐全,375万,明珠小区(川沙)  | 3室2厅 | 121.45平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-fb7cda20-8cb2-45b7-b6e3-36a1d9688488.jpg.296x216.jpg
20190504,浦东,川沙,桃园公寓 3房双卫 带阁楼 实木精装 满五年,340万,桃园公寓(川沙)  | 3室2厅 | 109平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-687c1837-1870-4860-979c-d08c3c529463.jpg.296x216.jpg
20190504,浦东,川沙,川沙2号线门口 楼层好适合自己居住,260万,桃园新村(川沙)  | 2室1厅 | 65.7平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-1cde8a98-d7b7-4e22-8f6a-780aff242ff1.jpg.296x216.jpg
20190504,浦东,川沙,采光好   好房子 yuan  xi 小三房   急卖...,310万,华沙一村  | 3室1厅 | 88.37平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-dce520c4-6119-41aa-a46d-8c93922dd697.jpg.296x216.jpg
20190504,浦东,川沙,天和湖滨大三房 随意装修 满五唯一 钥匙房 诚意出售。,390万,天和湖滨家园(公寓)  | 3室2厅 | 129.12平米 | 南 | 毛坯 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-dc0ebbb4-dccc-4896-9ca3-bf9a4d190116.png.296x216.jpg
20190504,浦东,川沙,施湾 思凡馨苑  三房两卫户型 房东硬装,303万,思凡馨苑  | 3室2厅 | 119.48平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-1d6d14b8-3573-4879-a8b3-6cd29579e6d5.png.296x216.jpg
20190504,浦东,川沙,5楼总高六楼，低于市场价25万，小区安静位置,300万,晨光公寓  | 3室1厅 | 94.12平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-99f9ce06-bfd0-48c9-ba60-b3b153a5f287.png.296x216.jpg
20190504,浦东,川沙,观澜刚需小两房 满五精装自住税很少 拎包就可住,205万,东都小区  | 2室1厅 | 57.44平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-86caea0f-f954-4f92-a0c3-f7f440dc2e2e.jpg.296x216.jpg
20190504,浦东,川沙,电梯中层小区中间 简约风格装修 满五唯一 诚意出售,420万,和憬家园  | 2室2厅 | 85.15平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-b0e6957b-b13b-44c4-9e20-aff828a48ada.png.296x216.jpg
20190504,浦东,川沙,09年商品房，精装修，轨道2号线，业主急售。,510万,鼎鑫名流世家  | 3室2厅 | 134.12平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-6c79412a-892d-48fe-a1b1-9004bb34479b.jpg.296x216.jpg
20190504,浦东,川沙,自住精装房，满五唯一，随时可签.....,418万,顺馨佳园  | 2室2厅 | 88.47平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-559d8b12-224b-45e0-93ac-3d7c93e0ada8.jpg.296x216.jpg
20190504,浦东,川沙,沙田公寓 95年商品房 业主自住16年的精装 钻石三楼,260万,沙田公寓  | 2室1厅 | 71.62平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-11e66021-a469-4dce-9076-bd02a6d77580.jpg.296x216.jpg
20190504,浦东,川沙,2009年电梯房 精装修+地暖. 两个停车位,558万,御景豪园  | 3室2厅 | 111.5平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-6115e93e-7761-4e1b-9cbd-7705dfe61d05.png.296x216.jpg
20190504,浦东,川沙,新德佳苑经典一房全南户型客厅房间均朝南看房有钥匙,240万,新德佳苑  | 1室1厅 | 57.58平米 | 南 北 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-fbaff7e6-9a14-45b0-bc36-6411deff1002.jpg.296x216.jpg
20190504,浦东,川沙,象屿鼎城14年次新房 小区位置好 装修好 业主诚意出售房主自荐,525万,象屿鼎城(公寓)  | 3室2厅 | 92平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-1c2c2c77-e83f-4fac-a27c-782bb975f5fd.jpg.296x216.jpg
20190504,浦东,川沙,恒纬佳苑一房 楼层采光好 一手动迁 满五唯一 诚售,155万,恒纬家苑  | 1室1厅 | 57.33平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-bbdf1c5b-cabc-4995-9b9d-666cdc9424ca.jpg.296x216.jpg
20190504,浦东,川沙,双南大两房，中间楼层，位置好，看房方便，具体好聊,205万,新建路82弄(浦东)  | 2室2厅 | 86.63平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-8cb26480-30e4-4b1b-947d-247a3d5e239c.jpg.296x216.jpg
20190504,浦东,川沙,心圆东苑 2室1厅 363万,363万,心圆东苑  | 2室1厅 | 78.23平米 | 南 北 | 毛坯 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-b2f19d6f-d4ff-4e87-9f0c-953bbd2849c9.jpg.296x216.jpg
20190504,浦东,川沙,2010年商品房，高楼层，采光好，满五唯一，视野开阔,230万,天和湖滨家园(公寓)  | 2室1厅 | 73.71平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-bc64f2a4-1756-40e3-84d7-c1864844e2af.png.296x216.jpg
20190504,浦东,川沙,视野宽阔，采光充足，配套设施齐全，交通便利,330万,华邦佳苑  | 2室2厅 | 95.15平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b753c560-3c15-4d53-985b-256df1c7e511.jpg.296x216.jpg
20190504,浦东,川沙,万馨佳园 3室2厅 450万,450万,万馨佳园  | 3室2厅 | 119.36平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-bfe5a896-fe4d-44a3-99eb-12c940fc0de5.jpg.296x216.jpg
20190504,浦东,川沙,10年商品电梯房，近2号线地铁站800米，诚心出售,400万,和憬家园  | 2室2厅 | 89平米 | 暂无数据 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-fb4f91f2-be3c-454e-855c-dba7bceaab94.jpg.296x216.jpg
20190504,浦东,川沙,界龙花苑百联商圈地铁大户型，高楼层采光好宜居家,430万,界龙花苑  | 4室1厅 | 134.69平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-af988828-a1c1-4e85-8f2c-52164df2e5c6.jpg.296x216.jpg
20190504,浦东,川沙,百欣苑大两房可改三室户型，小区中间位置，中层4楼。,223万,百欣苑  | 2室2厅 | 89.23平米 | 南 北 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-312f2b5e-079d-4e60-8187-97a399dd801d.jpg.296x216.jpg
20190504,浦东,川沙,浦东机场商品房，景观位置，有钥匙，随时看，拎包入住,380万,天和湖滨家园(公寓)  | 3室2厅 | 129.12平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-22ec568a-d29a-4036-8839-cef16e96be56.jpg.296x216.jpg
20190504,浦东,川沙,思凡花苑 1房小户型，总价低，楼层好，房东诚意出售！,130万,思凡花苑一街坊  | 1室1厅 | 49平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b81cd5d3-d93d-4afa-a922-460e9768bca2.jpg.296x216.jpg
20190504,浦东,川沙,2008年次新房，看房钥匙房，南北通双阳台，无增值税。,300万,天环苑  | 3室2厅 | 108.99平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-2068e265-c410-4d07-97e6-48ed1d6cb669.png.296x216.jpg
20190504,浦东,川沙,天和湖滨毛坯两房，高楼层采光好，看房方便，价格可谈,310万,天和湖滨家园(公寓)  | 2室2厅 | 94平米 | 南 | 毛坯 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-0a59d3ea-0241-4163-8ae9-91bcf2d6c82d.png.296x216.jpg
20190504,浦东,川沙,迪士尼片区，正气大三房，低总价满五唯一税费少,235万,鹿汇花园  | 3室1厅 | 106.52平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-7975b23b-0dc9-4de2-b80d-4bb27290d511.png.296x216.jpg
20190504,浦东,川沙,位置好 Lou层好 诚心出售，看房提前约,265万,顺馨佳园  | 1室1厅 | 60.46平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-35b50528-701e-4fc2-93cd-84a611f5c6e8.jpg.296x216.jpg
20190504,浦东,川沙,此房一手动迁 税费少 看房方便  价格可谈  诚意出售,628万,翔川家园  | 3室2厅 | 120.53平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-4f937ca5-534e-4aec-9619-0cd371990cd7.jpg.296x216.jpg
20190504,浦东,川沙,满五唯一。户型全明，诚意出售。,260万,顺馨佳园  | 1室1厅 | 60.23平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-d0bbbe54-ebff-4ff0-a047-86ff75e8d23f.jpg.296x216.jpg
20190504,浦东,川沙,此房珠光苑三期的房子，南北通的大三房，房型好楼层好,500万,珠光苑  | 3室2厅 | 141.89平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-7f3b87d6-2dcc-4c78-9b05-76aa5809a256.jpg.296x216.jpg
20190504,浦东,川沙,高品质小区，精装大三房，全明户型，前后无遮挡,760万,御景华庭  | 3室2厅 | 138.39平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-4a23263a-303c-4301-b5f3-0a8748d27a9a.jpg.296x216.jpg
20190504,浦东,川沙,华茂苑 2室2厅 350万,350万,华茂苑  | 2室2厅 | 103.58平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b163d607-f09f-4c84-8d70-988c77df01a9.jpg.296x216.jpg
20190504,浦东,川沙,川沙近机场 两房 ，业主用心装修，满五唯一新上,227万,鑫唐绿波庭  | 2室2厅 | 76.5平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-a19d41e9-b4cf-4196-be79-89f4f75e94b5.jpg.296x216.jpg
20190504,浦东,川沙,妙境路395弄 双南户型 看房方便 带露台 业主诚意卖新上,270万,妙境路395弄  | 2室1厅 | 76.81平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b7152a23-d9f2-45b6-b063-9d21a6b54bc4.jpg.296x216.jpg
20190504,浦东,川沙,2008年次新房小区、毛坯大一房可改2房、钥匙随时看！,176万,凌港城  | 1室1厅 | 57.21平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-9f83aa20-e91c-4a2e-b5e6-40200e9239b9.png.296x216.jpg
20190504,浦东,川沙,城南居委，看房方便，找我有钥匙,190万,城南居委小区  | 2室1厅 | 54.6平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-e463f8b3-33fe-44c2-8368-a3c107ba6ef6.jpg.296x216.jpg
20190504,浦东,川沙,12年电梯次新房+配套齐全有车位+一手动+税费少,325万,心圆东苑  | 2室1厅 | 78.82平米 | 南 | 毛坯 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-f5c9ea66-3d7d-4339-be31-dcc14076ca10.jpg.296x216.jpg
