20190504,杨浦,黄兴公园,一梯3户+地铁8号线+满五唯一,295万,延吉五村  | 2室1厅 | 50.12平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f8787f68-8825-4683-b669-87f7efb8ee01.jpg.296x216.jpg
20190504,杨浦,黄兴公园,《近地铁房源》《三楼》南北全明两房，93年房龄可贷款,285万,控江东三村  | 2室0厅 | 51.67平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-0de94e79-362d-4f46-b4ad-e1a7b246cd8e.jpg.296x216.jpg
20190504,杨浦,黄兴公园,双南两房，正气户型，采光良好，视野开阔，房型正气房主自荐,650万,金宇名邸  | 2室1厅 | 93.72平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-39e8718b-26b2-4f93-9edb-8620007a785b.png.296x216.jpg
20190504,杨浦,黄兴公园,翔顺公寓 3室2厅 530万,530万,翔顺公寓  | 3室2厅 | 96.72平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-bcad58ed-f6db-4b17-893c-a4489ab5d5c6.jpg.296x216.jpg
20190504,杨浦,黄兴公园,满五年税费少+全明房型采光好+小区中间位置好,279万,延吉二村  | 2室1厅 | 51.68平米 | 东南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-caff3027-4b3f-49fa-83d0-b09b67a8d3c4.jpg.296x216.jpg
20190504,杨浦,黄兴公园,价格可谈随时看近地铁诚意出售.,215万,控江西三村  | 1室1厅 | 41.01平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-cc4e7d41-f034-4546-a80c-0bcdd13836c0.png.296x216.jpg
20190504,杨浦,黄兴公园,松苑小区 2室1厅 278万,278万,松苑小区  | 2室1厅 | 59.07平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-dec7c55a-ccba-4d95-b37e-8564001c24e6.jpg.296x216.jpg
20190504,杨浦,黄兴公园,户型正气、产权清晰，诚意出售，配套成熟,550万,东岸新里  | 2室1厅 | 76.09平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-0814dca3-c85e-4e09-a70c-d4932b2fd876.jpg.296x216.jpg
20190504,杨浦,黄兴公园,钥匙房随时看，房型正气，1梯3户，花园小区，8号线,930万,佳龙花园  | 3室2厅 | 127.1平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-e6356512-180c-40c6-8eb8-ba7aaa4c2ac9.jpg.296x216.jpg
20190504,杨浦,黄兴公园,景观楼层+不靠马路+电梯房+文化佳园+爱情公寓,935万,文化佳园  | 3室2厅 | 117.24平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-b59bf63f-aa29-4a40-9f9e-45a91318ed22.jpg.296x216.jpg
20190504,杨浦,黄兴公园,视野开阔+南北通透+黄兴公园+看房方便+诚意出售,1050万,文化佳园  | 4室2厅 | 139.65平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-e08c62d3-161f-4d43-87af-d5d3c0064770.jpg.296x216.jpg
20190504,杨浦,黄兴公园,电梯房，  满五唯一，精装修带地暖，空间大,458万,伊格尔公寓  | 2室1厅 | 96.22平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-1402b10a-f2c4-40a0-9582-61f0cb6f6c45.jpg.296x216.jpg
20190504,杨浦,黄兴公园,婚房！婚房！结婚啦！有了她就有可以有老婆了！,197万,延吉六村  | 1室1厅 | 34.69平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-1ab2cb60-e39a-4843-bc6d-18af2cb65b74.jpg.296x216.jpg
20190504,杨浦,黄兴公园,精装修双南两房+满五唯一+8号线+诚心出售价格可谈,293万,延吉三村  | 2室1厅 | 48.19平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-25332cc0-bd2c-4fa6-97dd-3adf683aca39.jpg.296x216.jpg
20190504,杨浦,黄兴公园,双南大三房，地铁口电梯房，总价单价低，诚心出售,668万,伊格尔公寓  | 3室1厅 | 127.25平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-629ff3a0-abdb-4c0b-bfed-ed294d21d42c.png.296x216.jpg
20190504,杨浦,黄兴公园,南北通+一梯两户+带花园+名.额未用+满五唯一+大润发,760万,公园3000黄兴花园  | 2室2厅 | 100.47平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-d533acf1-4871-4e2c-abd3-1e5f6fd4c29c.png.296x216.jpg
20190504,杨浦,黄兴公园,杨浦欣园 3室2厅 675万,675万,杨浦欣园  | 3室2厅 | 97.56平米 | 南 | 其他 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-0f4d78ae-6b6c-4958-a2c6-353a1a77cfa0.jpg.296x216.jpg
20190504,杨浦,黄兴公园,爱情公寓取景地+不靠马路+视野采光不挡+房型正气,888万,文化佳园  | 3室2厅 | 116.83平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-f7a4828c-2322-414e-a025-ee01c34115d6.jpg.296x216.jpg
20190504,杨浦,黄兴公园,小区中间位置，中间楼层精装修带地暖，带固定租赁车位,1100万,香阁丽苑  | 3室2厅 | 131.86平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-e5078e1f-93b5-43f9-bbc3-683a3bc9f2d4.jpg.296x216.jpg
20190504,杨浦,黄兴公园,黄兴绿园 3室2厅 870万新上,870万,黄兴绿园  | 3室2厅 | 113平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-cf89ed57-9008-42e2-91ca-eafa529728f8.jpg.296x216.jpg
20190504,杨浦,黄兴公园,靖宇东路85弄 2室1厅 452万,452万,靖宇东路85弄  | 2室1厅 | 76.44平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-67801946-1363-41a3-b11d-1130f4a97b5a.jpg.296x216.jpg
20190504,杨浦,黄兴公园,双南两房 采光好无遮挡 随时好看 产权清晰,282万,控江四村  | 2室1厅 | 51.2平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-3e57cfc3-d6c0-4c36-9c0c-509744ff7608.jpg.296x216.jpg
20190504,杨浦,黄兴公园,电梯房高区+视野好+采光佳+户型全明+看房方便房主自荐,415万,东上海中心  | 1室2厅 | 65.32平米 | 东南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-10ec4213-0adf-4e41-b758-39696b98e24b.jpg.296x216.jpg
20190504,杨浦,黄兴公园,房子满五唯一。双东南两房一厅户型，带尖顶。,258万,控江四村  | 2室1厅 | 56.12平米 | 东南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-fc5f434f-1fa0-4e4a-8210-8614e0f0e23c.png.296x216.jpg
20190504,杨浦,黄兴公园,双花公寓 2室0厅 388万,388万,双花公寓  | 2室0厅 | 66.19平米 | 南 | 毛坯 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-b52b7443-effa-49e1-b3ed-539e65b69b0a.jpg.296x216.jpg
20190504,杨浦,黄兴公园,置换理工，诚意出售，钥匙在手，随时可看,275万,延吉六村  | 1室1厅 | 51.78平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-dac1a1b4-da24-484e-b0e3-a10b5d5924c3.jpg.296x216.jpg
20190504,杨浦,黄兴公园,小一房总价单价低、高楼层采光通风好,186万,安图新村  | 1室0厅 | 32.47平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-984f6d6a-dcff-4423-a57a-eb2202d6ba7d.jpg.296x216.jpg
20190504,杨浦,黄兴公园,靖宇家园 1室2厅 595万,595万,靖宇家园  | 1室2厅 | 75平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-2658c8c6-0066-452c-a552-30dc6948aecd.jpg.296x216.jpg
20190504,杨浦,黄兴公园,他她来了，售后公房，满五唯一，南北两房，电梯直达,360万,延吉六村  | 2室1厅 | 65.82平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-1335adca-fb72-4cf7-88b2-6272629a70e3.jpg.296x216.jpg
20190504,杨浦,黄兴公园,延吉七村 1室0厅 210万,210万,延吉七村  | 1室0厅 | 35.6平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-1f8098db-eac5-48e9-a51a-d4dce2b8841e.jpg.296x216.jpg
20190504,杨浦,黄兴公园,次新房 黄兴绿园  两南一北 通风性好,938万,黄兴绿园  | 3室2厅 | 137平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-00b7ad85-8b52-485c-85e1-10b4e625c86e.jpg.296x216.jpg
20190504,杨浦,黄兴公园,松花江路95弄双南双阳台，东三墙全明两房，价格可谈。,465万,松花江路95弄  | 2室1厅 | 88.45平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-de3dce76-327c-4433-a8ce-41a7910d05d7.jpg.296x216.jpg
20190504,杨浦,黄兴公园,小区中间位置景观房，正对小区花园，精装修。,1110万,文化佳园  | 3室2厅 | 139平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-855fa39b-f8f4-41a0-9334-ed1aba006579.jpg.296x216.jpg
20190504,杨浦,黄兴公园,此房满五唯一  自带18平米露台  诚意出售  看房方便,275万,浣沙三村  | 1室1厅 | 49.44平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-0811195f-ee08-404a-b797-197ead9d0817.jpg.296x216.jpg
20190504,杨浦,黄兴公园,高品质小区地铁3房，次新房，楼层好，阳光无遮挡,900万,佳龙花园  | 3室2厅 | 120.74平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-7e0c8425-38f5-49de-a4bf-806b79234901.png.296x216.jpg
20190504,杨浦,黄兴公园,西边套全明户型（有钥匙）置换急卖 小区花园位置,205万,延吉二村  | 1室1厅 | 35.49平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-8695bae2-e5a7-4c2c-a3d9-0272256b58af.jpg.296x216.jpg
20190504,杨浦,黄兴公园,中间楼层 采光好 主卧朝南 带阳台 诚意出售房主自荐,380万,浣沙三村  | 2室2厅 | 70.15平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-daa5d06e-dd72-442b-ba41-b94e9137efcf.jpg.296x216.jpg
20190504,杨浦,黄兴公园,一梯四户+产权清晰+诚心出售.,210万,控江东三村  | 1室1厅 | 39.36平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-df6b1c4f-b93f-4663-af7c-eaab095c3595.jpg.296x216.jpg
20190504,杨浦,黄兴公园,靖宇东路85弄 2室2厅 550万,550万,靖宇东路85弄  | 2室2厅 | 90.43平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f4cf1a03-9533-4e8e-ab31-cc83430131ff.jpg.296x216.jpg
20190504,杨浦,黄兴公园,中间楼层 诚意出售 费用各付 近地铁公园 看房方便房主自荐,269万,怡佳苑  | 1室1厅 | 52.58平米 | 南 北 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-92fb3763-f13e-4b77-afa2-b0b743fc8ed6.png.296x216.jpg
20190504,杨浦,黄兴公园,远东一村 2室2厅 550万,550万,远东一村  | 2室2厅 | 75.97平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ad00194a-d58b-4770-9611-84deb68ef354.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江四村 1室1厅 180万,180万,控江四村  | 1室1厅 | 32.19平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-5043a5be-e7d8-4b8f-bd25-c0538b9d6e32.jpg.296x216.jpg
20190504,杨浦,黄兴公园,地铁8号线+延春公园+有钥匙随时看房+诚意出售,192万,延吉三村  | 1室1厅 | 29.41平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-d66891d1-6682-4215-80f0-4c8d24b5c33b.png.296x216.jpg
20190504,杨浦,黄兴公园,黄兴公园地铁口，精装修，拎包入住，总价低,525万,佳龙花园  | 1室2厅 | 65.8平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-d7ecfcf7-8f2c-4ad2-b6e5-e153625d4d2c.jpg.296x216.jpg
20190504,杨浦,黄兴公园,松花江路105号 2室2厅 730万,730万,松花江路105号  | 2室2厅 | 138.8平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-99f4ae17-f398-436a-b50d-0f2d9439cb59.jpg.296x216.jpg
20190504,杨浦,黄兴公园,黄兴绿园 3室2厅 830万,830万,黄兴绿园  | 3室2厅 | 128.99平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-0fbe3c0c-1aca-4185-8b7f-d8ac92a67777.jpg.296x216.jpg
20190504,杨浦,黄兴公园,楼层高，采光充足，带阁楼，配套设施齐全，交通便利,710万,兰馨苑(杨浦)  | 2室1厅 | 98平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-e9b0fa3f-a3a7-425b-904f-d9ea0e7c3e6e.jpg.296x216.jpg
20190504,杨浦,黄兴公园,电梯房 东边套 南北户型 全明格局 采光好 视野好,558万,浣纱五村  | 2室1厅 | 91.61平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-8792e815-9ee1-461f-8d24-6caa30f865c5.jpg.296x216.jpg
20190504,杨浦,黄兴公园,地铁口精装大两房 可改三房 诚意出售 中间位置,750万,佳龙花园  | 2室2厅 | 113.7平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-2d4037b2-660f-4324-b96d-a0f00c6a232c.jpg.296x216.jpg
20190504,杨浦,黄兴公园,怡佳苑 总价低 高区视野开阔，采光好，精装修 可拎,245万,怡佳苑  | 2室0厅 | 53.03平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-756221d4-134b-4acc-857d-c9430f0e2c6b.jpg.296x216.jpg
20190504,杨浦,黄兴公园,营口大厦 2室1厅 390万,390万,营口大厦  | 2室1厅 | 71.11平米 | 南 | 其他 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-74771ce5-f8a9-45cb-a3e1-f5d7a77e90a0.jpg.296x216.jpg
20190504,杨浦,黄兴公园,满二唯一。2016年40万新装修，家具家电全留！,400万,翔顺公寓  | 2室2厅 | 65.24平米 | 西南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b60fccd0-e9b4-4321-8fce-df75d319219e.jpg.296x216.jpg
20190504,杨浦,黄兴公园,沧州路180弄 3室1厅 520万,520万,沧州路180弄  | 3室1厅 | 65.57平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-130aa06b-8a10-47b5-b1e2-6b04e08b9968.jpg.296x216.jpg
20190504,杨浦,黄兴公园,佳龙花园 2室2厅 730万,730万,佳龙花园  | 2室2厅 | 96.79平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-00c25407-47b4-4620-8181-609955094057.jpg.296x216.jpg
20190504,杨浦,黄兴公园,长华绿苑 2室2厅 460万,460万,长华绿苑  | 2室2厅 | 87.7平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b0146aea-63d9-4069-8200-9b7844c6aff5.jpg.296x216.jpg
20190504,杨浦,黄兴公园,小区位置好 配套齐全 好房子 诚意出售 看房随时,285万,控江西三村  | 2室1厅 | 50.92平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-1a85a992-9ed1-4e4d-9a90-f42ddd358c10.jpg.296x216.jpg
20190504,杨浦,黄兴公园,满五不唯一  无户口  地铁   中间楼层,260万,浣纱六村  | 1室1厅 | 49.3平米 | 南 | 其他 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-353d6b6d-861a-4cbb-874a-9ba3695834c5.png.296x216.jpg
20190504,杨浦,黄兴公园,双阳路604弄 2室1厅 530万,530万,双阳路604弄  | 2室1厅 | 72.59平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-13cd33bc-4e39-43d6-af45-71a702b47602.jpg.296x216.jpg
20190504,杨浦,黄兴公园,一梯两户+不靠马路+朝南无建筑+满五年唯一+诚售,780万,文化佳园  | 2室2厅 | 96.85平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-9a917572-1905-441b-8ba6-b485c35f0fd4.jpg.296x216.jpg
20190504,杨浦,黄兴公园,杨浦欣园 3室1厅 705万,705万,杨浦欣园  | 3室1厅 | 95.37平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-577d081a-3d7e-4cff-9693-b4c3a6a84275.jpg.296x216.jpg
20190504,杨浦,黄兴公园,南北户型，房型正气，东山墙明户型，采光不遮挡,310万,控江四村  | 2室1厅 | 64.59平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-47f98437-be5d-4790-b697-cedefe803515.jpg.296x216.jpg
20190504,杨浦,黄兴公园,总价低，高区采光好，房东诚意出售,440万,公园3000黄兴花园  | 1室1厅 | 49.49平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-34b9c5d6-a44a-4c3f-8308-b8e703ad4488.jpg.296x216.jpg
20190504,杨浦,黄兴公园,公园3000黄兴花园 3室2厅 1020万,1020万,公园3000黄兴花园  | 3室2厅 | 125.26平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-4142956d-38e5-4bb1-afbe-822311cae395.jpg.296x216.jpg
20190504,杨浦,黄兴公园,真房源，正气两房，南北通风，楼层中间，满五唯一新上,248万,控江四村  | 2室1厅 | 42.41平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-3b75f5d4-385a-46c6-929c-260ffac9e0a0.png.296x216.jpg
20190504,杨浦,黄兴公园,长白三村 1室1厅 240万新上,240万,长白三村  | 1室1厅 | 48.54平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ba2950bd-427c-4b02-9daa-0973157f9263.jpg.296x216.jpg
20190504,杨浦,黄兴公园,8号线 可上理工 满五唯一 精装修拎包入住,345万,松花一村  | 2室1厅 | 66平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-67494dd5-9275-4ee1-93f8-6bd808a485c7.png.296x216.jpg
20190504,杨浦,黄兴公园,此房是南北户型满五不唯一环境好,950万,佳龙花园  | 3室2厅 | 120平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-47e3de14-374d-4b53-8e7e-0d9cdadd1179.jpg.296x216.jpg
20190504,杨浦,黄兴公园,楼层好，视野开阔，电梯高层景观房，,550万,杨浦欣园  | 2室2厅 | 76.93平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-12f508f4-f72a-4df6-8ff5-38794a5d102e.jpg.296x216.jpg
20190504,杨浦,黄兴公园,延吉东路82弄 1室1厅 170万,170万,延吉东路82弄  | 1室1厅 | 27.11平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-7322f1f1-81a3-44cc-9c78-7fdf5f867a8c.jpg.296x216.jpg
20190504,杨浦,黄兴公园,小高层中间楼层 电梯房两梯四户附带产权车位,600万,长白新城  | 2室1厅 | 71.07平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-a67eb55b-0fc4-4ac9-bbf8-dcabcbb954df.jpg.296x216.jpg
20190504,杨浦,黄兴公园,全明户型（有钥匙)（业主因置换急卖)(小区花园位置）,212万,延吉二村  | 1室1厅 | 34.53平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-4f2c58a5-e87c-459b-9efc-e385bd97c8d1.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江东三村 2室0厅 210万,210万,控江东三村  | 2室0厅 | 41.02平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-7bb619ab-2240-4690-baca-0a14410203c0.jpg.296x216.jpg
20190504,杨浦,黄兴公园,精装修，购物方便，小区环境好。,290万,控江东三村  | 2室1厅 | 51平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-11f04603-24b4-43ca-9eba-0cf03678e593.jpg.296x216.jpg
20190504,杨浦,黄兴公园,地铁八号线延吉中路站，小户型一房，婚房装修,205万,控江五村  | 1室1厅 | 38.75平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-0b579e99-e475-4b82-abc3-ea1b9b5dd050.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江四村 2室1厅 430万,430万,控江四村  | 2室1厅 | 73平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-1e525241-3470-474d-a4c2-8e956284f484.png.296x216.jpg
20190504,杨浦,黄兴公园,小区唯一在售三房，南北。户型.,880万,兰馨雅苑  | 3室2厅 | 123.7平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-a23b923b-f46f-47dd-bb01-65e05b06eb19.jpg.296x216.jpg
20190504,杨浦,黄兴公园,营口大厦 3室2厅 640万,640万,营口大厦  | 3室2厅 | 108.02平米 | 南 | 其他 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-f4901604-21d3-4472-bfa3-96c44e13d9c5.png.296x216.jpg
20190504,杨浦,黄兴公园,怡佳苑 2室1厅 360万,360万,怡佳苑  | 2室1厅 | 64.57平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-cf13e924-fee7-4602-a582-28099eba4e19.jpg.296x216.jpg
20190504,杨浦,黄兴公园,浣纱四村 2室1厅 520万,520万,浣纱四村  | 2室1厅 | 78.45平米 | 南 北 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-38bad3ad-93d3-4c39-a4ad-eacd842fc50d.jpg.296x216.jpg
