20190504,浦东,陆家嘴,电梯房高区全南全明户型，一手售后公房，满五年唯一,568万,东园一村  | 2室1厅 | 69平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-aa0019ca-33fc-4826-b4ac-be096a43474c.jpg.296x216.jpg
20190504,浦东,陆家嘴,精装修两房，可以拎包入住！距离八佰伴200米！变现！房主自荐,238万,东南新村(浦东)  | 2室1厅 | 40.42平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-60d5819f-207e-40cb-8911-e3a1ed1c116e.jpg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴板块！世纪大道地铁口！双南！中间楼层！精装修,435万,乳山三村  | 2室1厅 | 64.62平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-849faedd-2209-4aea-af63-198495f0aa3b.png.296x216.jpg
20190504,浦东,陆家嘴,久阳新出，税费少，配套齐全，交通便利，随时看,480万,久阳滨江公寓  | 1室1厅 | 70.61平米 | 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-2f8e7a5b-8d8d-4fed-a5c4-c4e1b6f85535.jpg.296x216.jpg
20190504,浦东,陆家嘴,品质与生俱来，可看江景，税费少，二次装修保养如新,1820万,世茂滨江花园  | 3室2厅 | 206.06平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-48fb9d30-af6d-4784-b8cc-69bff9075e9c.png.296x216.jpg
20190504,浦东,陆家嘴,好房降价啦，价格看中还可谈，高区采光好，离地铁近！,680万,紫光大厦  | 3室2厅 | 114.29平米 | 西南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-35cc5a79-8d7f-4fe0-be42-02a89600be54.jpg.296x216.jpg
20190504,浦东,陆家嘴,1号楼丨中高区江景房，在浴缸处可看南浦大桥方向整江,9800万,中粮海景壹号  | 5室2厅 | 390.73平米 | 西北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-bb089d49-46ff-40c4-bc05-2de10684e5ee.jpeg.296x216.jpg
20190504,浦东,陆家嘴,精装大三房+户型正气+业主诚售+看房方便+看中可谈,1099万,浦江茗园  | 3室2厅 | 130.09平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-69a08821-ea3f-42a4-9925-905cf33f384d.jpeg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴滨江一房，配套完善生活便利，置换急卖可谈！房主自荐,340万,陈家宅小区(潍坊西路)  | 1室1厅 | 47.82平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-4b18e6d1-6b45-4707-b583-00099a016142.jpg.296x216.jpg
20190504,浦东,陆家嘴,大圆弧客厅+次新房+还未住过人+小陆家嘴+3.8米层高,3300万,盛大金磐  | 3室2厅 | 301.69平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-0bf19535-a0da-4cfc-9ab3-1d69b389a1c1.png.296x216.jpg
20190504,浦东,陆家嘴,盛大金磐三房南北通户型，看小区花园，看房方便,2450万,盛大金磐  | 3室2厅 | 264平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-63111405-9b0f-4089-827b-e5db49113266.png.296x216.jpg
20190504,浦东,陆家嘴,高区朝南大两房，日照充足，浙江业主变现出售，看房约,1120万,汇豪天下  | 2室2厅 | 111.19平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-38f5ac2e-ed61-409d-b59d-94a7a4cbe3e1.jpeg.296x216.jpg
20190504,浦东,陆家嘴,装修真漂亮，带地暖，让您一见钟情,4900万,盛大金磐  | 3室2厅 | 302.13平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-3a0469f6-386e-40eb-8237-a2372a37b690.jpeg.296x216.jpg
20190504,浦东,陆家嘴,东园一村 2室0厅 395万,395万,东园一村  | 2室0厅 | 45平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-2701a285-0304-45f4-aeb4-d03bbd5c2534.jpg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴标杆小区，世茂滨江花园中区景观大三房,2180万,世茂滨江花园  | 3室2厅 | 237.93平米 | 西 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-093bf25a-b1ef-43f2-8bfc-3e92ce3346dc.png.296x216.jpg
20190504,浦东,陆家嘴,商城路地铁口，精致三房，采光好，诚意出售，满五税少,750万,东园三村  | 3室2厅 | 101.73平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-456f0f6c-c728-435c-aa96-860b9183eb05.jpg.296x216.jpg
20190504,浦东,陆家嘴,一楼带花园的房子+卖房子出国+税费少+提前预约看房,1460万,菊园  | 5室2厅 | 213平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-ed098de9-7b6a-434d-b78b-5324d9ee5af3.png.296x216.jpg
20190504,浦东,陆家嘴,重新装修，带地暖，很漂亮，一见钟情,4000万,盛大金磐  | 3室2厅 | 266.41平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-15b459a2-afe3-43e6-91c9-3003aa2db39e.jpeg.296x216.jpg
20190504,浦东,陆家嘴,汤臣商务中心 3室2厅 1080万,1080万,汤臣商务中心  | 3室2厅 | 193.23平米 | 东 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-470bc663-e034-4105-8843-f5cf60488460.jpg.296x216.jpg
20190504,浦东,陆家嘴,天科苑 3室2厅 1350万,1350万,天科苑  | 3室2厅 | 154.44平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-0d31b751-cd50-4d2d-84b6-8967bd5fcd1e.jpg.296x216.jpg
20190504,浦东,陆家嘴,正对英式大草坪，郁郁葱葱好养眼，6号楼稀阙户型,1400万,世茂滨江花园  | 2室2厅 | 135.38平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-daea9a69-7349-4988-a615-ba221a226f4f.jpg.296x216.jpg
20190504,浦东,陆家嘴,高区南北通三房、层高3.1米、主卧南北通,1080万,菊园  | 3室2厅 | 120.08平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-64e000ee-20e1-488d-93b0-6822a79f0819.png.296x216.jpg
20190504,浦东,陆家嘴,全南两房，满五唯一，诚意出售，低总价,1080万,江临天下  | 2室2厅 | 116.85平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-80e1ea60-2cb9-4df0-aa1f-cb44dae4d4c6.jpg.296x216.jpg
20190504,浦东,陆家嘴,世茂5号楼高区三房，看江无遮挡，精装修没住过！,2400万,世茂滨江花园  | 3室2厅 | 225.34平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-7776e733-ec76-4bff-b76e-31f4789885d0.jpeg.296x216.jpg
20190504,浦东,陆家嘴,婚房装修 满五唯一 全南全明 暖气 拎包入住 预约看房,850万,东园四村  | 3室2厅 | 143.96平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-d86b20d5-5444-4877-acde-c4fefc43371e.jpg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴核 心地段！交通便利！总价低~,350万,兰园小区  | 2室0厅 | 53.05平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-76cf2fee-f47f-4191-a85a-7708e6b6ebab.jpg.296x216.jpg
20190504,浦东,陆家嘴,全南两房，高楼层采光好，无增值税，无个税，随时可看,475万,东港公寓  | 2室1厅 | 69.6平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-32d82bad-d63e-4bb6-a9d9-5d4f5a78483b.png.296x216.jpg
20190504,浦东,陆家嘴,层高3.6米，圆弧落地窗，业主诚售，价格可议,2300万,盛大金磐  | 3室1厅 | 205.11平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-65c14411-2363-4d94-8acd-a775102fcd29.jpg.296x216.jpg
20190504,浦东,陆家嘴,仁恒二期特殊户型大两房，业主诚意出售。,1600万,仁恒滨江园  | 2室2厅 | 164.48平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-bd2b96b0-be34-4fea-b19a-77e41bb1067b.jpeg.296x216.jpg
20190504,浦东,陆家嘴,汇豪天下 3室2厅 1475万,1475万,汇豪天下  | 3室2厅 | 149.45平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-7ad41b7f-800b-44f5-b51d-9974dd3e06ca.png.296x216.jpg
20190504,浦东,陆家嘴,披浴江风 把玩灯火 上海封面 财富人生 1号楼 3面看江,5240万,财富海景花园  | 3室2厅 | 349.34平米 | 西 | 毛坯 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-9f4dee0f-bbf1-479b-9b0d-286efbb90693.png.296x216.jpg
20190504,浦东,陆家嘴,房子满五年，高区可以看江，户型方正，可以看房,1700万,江临天下  | 4室2厅 | 210.11平米 | 西南 西 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-3b1172b7-1538-4ec0-8358-dc4b21f76963.jpg.296x216.jpg
20190504,浦东,陆家嘴,独门独户 一室 厨卫全明，卧室朝南带阳台，精装修，,260万,崂山四村  | 1室1厅 | 40.43平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-72c5b616-a217-4a5d-ad83-db73b7cbc442.png.296x216.jpg
20190504,浦东,陆家嘴,东园一村 1室1厅 398万,398万,东园一村  | 1室1厅 | 49平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-89d23ae2-9b9d-48fd-b892-edd751a6b462.jpg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴宜居小区 朝南两房带花园  看房随时,998万,江临天下  | 2室2厅 | 115平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-9b2b50a0-228b-4b1d-bab7-9b335df57bad.png.296x216.jpg
20190504,浦东,陆家嘴,东园稀有楼梯三房，满五唯一，90年房龄,570万,东园四村  | 3室1厅 | 71.38平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-d054d40a-c625-4082-92a0-935ab51427a5.jpg.296x216.jpg
20190504,浦东,陆家嘴,东园三村 3室2厅 750万,750万,东园三村  | 3室2厅 | 102.36平米 | 东南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-216869f3-94dd-4d30-a321-7f1a7c127082.jpg.296x216.jpg
20190504,浦东,陆家嘴,双南全明 自住精装 金融城相伴 尚悦湾为邻 刚需优选,550万,上船大楼  | 2室1厅 | 74.54平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-da98e987-b0ef-4eab-8c1b-9cdc97340f8a.jpg.296x216.jpg
20190504,浦东,陆家嘴,满五唯一，业主置换，诚意出售，看房方便！,450万,陈家宅小区(潍坊西路)  | 2室2厅 | 52.29平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-c736dddd-1f8c-4bdd-9cf4-c9a25e789ab5.png.296x216.jpg
20190504,浦东,陆家嘴,老业主急售！边套 随时看 满五唯一 小区中.间位置,260万,东南新村(浦东)  | 2室1厅 | 40.95平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-6a963ff8-94a1-4136-9af0-2aef91772e1a.jpg.296x216.jpg
20190504,浦东,陆家嘴,荣城花苑 2室2厅 880万,880万,荣城花苑  | 2室2厅 | 123.2平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-22198c23-a3be-4249-9ae8-8819bbde0c0c.png.296x216.jpg
20190504,浦东,陆家嘴,世茂滨江花园：通透G户型，大两房住起来舒服，看江景,1450万,世茂滨江花园  | 2室2厅 | 156.7平米 | 东 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-2cb487e2-2b3a-4108-8d49-0228f0f4ead1.png.296x216.jpg
20190504,浦东,陆家嘴,南北户型，户型方正，正看三期花园，随时看！,2000万,仁恒滨江园  | 4室2厅 | 187.06平米 | 东南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-2749e571-72b9-4ef5-aef7-c10dfed9b27a.png.296x216.jpg
20190504,浦东,陆家嘴,东园四村 1室1厅 320万,320万,东园四村  | 1室1厅 | 33.57平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-6c3c0c8b-96fa-4535-be8b-e609d46a9b35.jpg.296x216.jpg
20190504,浦东,陆家嘴,乳山四村 1室1厅 218万,218万,乳山四村  | 1室1厅 | 29.27平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-489a3518-5a61-4ac7-9728-cbf96b3728ce.png.296x216.jpg
20190504,浦东,陆家嘴,此房2房2厅2卫，明户型，厅朝南采光好，房间朝东。,1400万,世茂滨江花园  | 2室2厅 | 147.56平米 | 东南 西南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-fdeca978-0551-4bf1-a12c-cd03f8d9227f.jpeg.296x216.jpg
20190504,浦东,陆家嘴,朝南两房，楼层好带阳台，满五税少，看房方便，诚意卖,279万,招远小区  | 2室1厅 | 45平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f2c5407b-6bc3-490f-b0f8-1789b14c241d.jpg.296x216.jpg
20190504,浦东,陆家嘴,东园三村 3室1厅 540万,540万,东园三村  | 3室1厅 | 67.12平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-de9f5291-c4bc-4637-a997-f1caa689c282.jpg.296x216.jpg
20190504,浦东,陆家嘴,世茂 高区大两房 满五唯一 业主随时签字 价格好谈,1600万,世茂滨江花园  | 2室2厅 | 166平米 | 西北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-7356323c-42d9-461d-b0cd-ad3930bc2f9c.jpg.296x216.jpg
20190504,浦东,陆家嘴,江临天下全南三房，采光好，业主诚意出售,1250万,江临天下  | 3室2厅 | 139.15平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-f52e1e05-ea38-4de0-aa8e-12c0d651a949.png.296x216.jpg
20190504,浦东,陆家嘴,上船大楼 2室1厅 480万,480万,上船大楼  | 2室1厅 | 68.34平米 | 南 西南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-5b37b6f9-1bff-42de-a958-4255874e12e5.jpg.296x216.jpg
20190504,浦东,陆家嘴,东园电梯小两房，满五唯一少税，近地铁,510万,东园一村  | 2室1厅 | 67.95平米 | 东 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-ac6e590c-afe8-4405-bf6a-d86cb5f21e69.jpg.296x216.jpg
20190504,浦东,陆家嘴,次顶楼正看陆家嘴景观+户型方正+随时看,910万,菊园  | 2室2厅 | 100.85平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-31e5d0a9-bd8f-4e09-aca1-24be7b84548b.jpg.296x216.jpg
20190504,浦东,陆家嘴,高区南北通复式五房，业主自住，看夜景很棒,1700万,菊园  | 5室2厅 | 221.42平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-acfbdf5b-0f93-41a3-b2ea-b4e703932022.jpg.296x216.jpg
20190504,浦东,陆家嘴,东园双南户型，带客厅带装修出售，户型方正，双南户型,470万,东园三村  | 2室1厅 | 57.08平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-316cb8f9-d3c2-48c1-9586-778f1b61f551.png.296x216.jpg
20190504,浦东,陆家嘴,一楼带天井，实用面积大，看房随时。房主自荐,320万,东园一村  | 1室1厅 | 36.5平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b5732832-744f-4d6c-832b-ce7766912f2f.jpg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴经典南北户型，业主诚意出售，满五唯一税费低,403万,东园二村  | 2室0厅 | 52.05平米 | 东南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-4e09db07-8281-47ba-989c-570e4d219a15.jpg.296x216.jpg
20190504,浦东,陆家嘴,小区装修 很好的两房  诚意出售 欢迎看房洽谈,1080万,汇豪天下  | 2室2厅 | 87.34平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-80c79248-36c5-4418-b25e-8b31590dadf1.jpeg.296x216.jpg
20190504,浦东,陆家嘴,财富海景精装低总价4房，提包可住，绿意盎然看园景,2500万,财富海景花园  | 4室2厅 | 283.64平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-c012c75e-d04e-4cc5-881e-6c9996dcf585.png.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴新装修复式小户型，诚意出售，随时看房,550万,久阳滨江公寓  | 1室1厅 | 70.32平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-21922465-9ad3-48dc-bf85-fddcb5d56225.jpg.296x216.jpg
20190504,浦东,陆家嘴,带50平米露台大户型，很实用的四房，业主诚意出售,1899万,世茂滨江花园  | 4室2厅 | 277.97平米 | 东 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-95e1290c-afdf-4b17-8cbc-aeb237189a0f.png.296x216.jpg
20190504,浦东,陆家嘴,楼层三楼！南北全明！边套多个窗户！出入方便！诚意,310万,东南新村(浦东)  | 2室1厅 | 48.85平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-5906046f-c940-4cf9-9527-97a0814b38c6.jpg.296x216.jpg
20190504,浦东,陆家嘴,聚焦：进口装修+全屋地暖+有车位+到价签字！,1520万,仁恒滨江园  | 3室2厅 | 171.07平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-6dd7f747-5f79-4fb3-8c2a-61e6af826308.jpg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴滨江，高区双南两房，采光很好，自住看房方便,515万,东港公寓  | 2室2厅 | 75.78平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-f4c687c8-452f-4af7-9ada-37c4dfa8024e.jpg.296x216.jpg
20190504,浦东,陆家嘴,婚房装修，业主置换新房，70年住宅产权！温馨宜居,590万,久阳滨江公寓  | 2室2厅 | 70.32平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-5fd8602f-61a4-4639-8b0c-324eddaf10c6.jpg.296x216.jpg
20190504,浦东,陆家嘴,满五唯一，次顶楼高区江景房，税费低，香港业主诚售！,1600万,世茂滨江花园  | 2室2厅 | 166.89平米 | 东北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-f07be96d-5f7f-49d4-bdfd-08ec9aaa9b8e.png.296x216.jpg
20190504,浦东,陆家嘴,高区全南两房，2号线500米，满五唯一税费低，看房随时,525万,东园二村  | 2室1厅 | 67.23平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-0a087db3-3738-46aa-9bc5-336526f33818.png.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴南向一室户，2469四轨交汇,朝南带阳台，明亮！,215万,张杨路370弄  | 1室1厅 | 30.48平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-005e315c-8218-4dde-9c58-67f9d837a758.jpg.296x216.jpg
20190504,浦东,陆家嘴,五月好房+内环内+满五唯一+普通住宅+交易成本低房主自荐,470万,滨江大楼  | 2室1厅 | 70.76平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-9840f206-f418-42cc-b820-be66da40af11.jpg.296x216.jpg
20190504,浦东,陆家嘴,三楼，双南户型，采光好，满五，唯一，看房随时,445万,兰园小区  | 2室1厅 | 59.33平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-8cbbf6db-4fdc-48a9-be1c-834a38cb101e.jpg.296x216.jpg
20190504,浦东,陆家嘴,沿江小户型 精装修 边套 采光通透,300万,滨江大楼  | 1室1厅 | 41.02平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-aafa0e45-1e82-45da-b309-b6a42b571a9e.jpg.296x216.jpg
20190504,浦东,陆家嘴,乳山三村 2室0厅 265万,265万,乳山三村  | 2室0厅 | 38.96平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-8b5ac505-a36b-4e4e-ae7c-1131f789b58b.png.296x216.jpg
20190504,浦东,陆家嘴,菊园安静位置高区看江两房，南北通，看房随时,854万,菊园  | 2室2厅 | 101.27平米 | 东南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-1fff69b1-0abc-4cf1-93ce-52f4a0331b4c.png.296x216.jpg
20190504,浦东,陆家嘴,滨江大楼 2室1厅 470万,470万,滨江大楼  | 2室1厅 | 70.76平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-2c95ec2b-290a-4e78-bc5a-f004ff6c51ff.jpg.296x216.jpg
20190504,浦东,陆家嘴,有钥匙  带地暖  一线江景  两房朝南偏西 从未入住,3700万,滨江凯旋门  | 3室2厅 | 235.89平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-a6e8cbf8-9d0a-4d26-b105-d734cd40df55.png.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴正Z心的位置，业主年迈，希望尽快出售给有缘人,448万,天后宫大楼  | 2室1厅 | 68.49平米 | 东南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-79e5962c-fcbe-45d8-871d-9bf98d12fa8b.png.296x216.jpg
20190504,浦东,陆家嘴,汤臣商务中心 1室0厅 285万,285万,汤臣商务中心  | 1室0厅 | 48.6平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-23a31f64-8d8c-49fe-9e71-0d8cbe81ac28.jpg.296x216.jpg
